text,id,Brand
"RT @Starbucks: @bst_wrst_thng #whatsPetedrinking? We have some thoughts. 
<U+2705>Iced Coffee with Milk
<U+2705>Iced Caramel Macchiato
<U+2705>Vanilla Sweet Cre…",193,Starbucks
"RT @HarveyJulianG: #CheerForGood with the handle @TheSCT or retweet to help The Sick Children’s Trust win £2,000! @Starbucks https://t.co/x…",194,Starbucks
@Starbucks how are all these people getting gift cards??,195,Starbucks
I keep@playing starbucks for life game &amp; I can’t stop even thou it cheats me everyday even for gold stars...<ed><U+00A0><U+00BD><ed><U+00B9><U+0084> @Starbucks,196,Starbucks
RT @TheSCT: Harvey brought his Puppocino into Head Office this morning to help @TheSCT win a £2000 grant from @Starbucks! #CheerForGood #st…,197,Starbucks
@karina_wallace1 @Starbucks You tell em,198,Starbucks
@Starbucks *hot d’oh,199,Starbucks
Are @Starbucks cups recyclable? <ed><U+00A0><U+00BD><ed><U+00B8><U+0085> I believe the lids are...,200,Starbucks
RT @TryVeg: Celebrate #nationalcupcakeday by asking @Starbucks to offer a vegan cupcake nationwide! Call  800-782-7282 with your delicious…,201,Starbucks
"@Starbucks One of your baristas just told me the Passion tea is being discontinued. That can’t be true, right?? <ed><U+00A0><U+00BD><ed><U+00B8><U+00A7>",202,Starbucks
Took our favorite veggie hippie bastarrrrd @Stimpy_68 to our favorite place.. @Starbucks ! We came back to our tabl… https://t.co/8HoX0oAQdp,203,Starbucks
RT @maryedoherty: Thanks to the person in the @starbucks drive-thru who paid ahead for… https://t.co/Mqh6k0hpES,204,Starbucks
"RT @Starbucks: @bst_wrst_thng #whatsPetedrinking? We have some thoughts. 
<U+2705>Iced Coffee with Milk
<U+2705>Iced Caramel Macchiato
<U+2705>Vanilla Sweet Cre…",205,Starbucks
"@Starbucks Give back to the earth this holiday season. Save resources and reuse your Starbucks to go cup, over and… https://t.co/HsZfO9uc5p",206,Starbucks
Normally holiday beverages are all hype but this snickerdoodle got chocolate is legit. @Starbucks Glenview did it right. #nomnomnom,207,Starbucks
"RT @DrRanj: Very proud to be a advocate of the amazing work that @SayingGoodbyeUK does.  
Hope @Starbucks can lend their support too! <U+2764><U+FE0F> #C…",208,Starbucks
"RT @DrRanj: Very proud to be a advocate of the amazing work that @SayingGoodbyeUK does.  
Hope @Starbucks can lend their support too! <U+2764><U+FE0F> #C…",209,Starbucks
"RT @DrRanj: Very proud to be a advocate of the amazing work that @SayingGoodbyeUK does.  
Hope @Starbucks can lend their support too! <U+2764><U+FE0F> #C…",210,Starbucks
"RT @Starbucks: @bst_wrst_thng #whatsPetedrinking? We have some thoughts. 
<U+2705>Iced Coffee with Milk
<U+2705>Iced Caramel Macchiato
<U+2705>Vanilla Sweet Cre…",211,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,212,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,213,Starbucks
It’s the perfect time to #GiveGood! Go treat a friend or stranger to some @Starbucks! https://t.co/SG56plbaza,214,Starbucks
At @Starbucks and bro next to me has this happening. That's his wallpaper. The thing he decided he wanted to look a… https://t.co/kSLvMXaewv,215,Starbucks
Really don't understand how @Starbucks runs out of cream cheese. Twice. Two days in a row. Solid. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,216,Starbucks
@krel69 @Starbucks What is it?,217,Starbucks
"Ik that I'm a basic bitch and all, but the Snowball Frappuccino is fucking amazing!!!!!<ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00B5><ed><U+00A0><U+00BD><ed><U+00B8><U+00B1><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> @Starbucks… https://t.co/fj1xkNCJa7",218,Starbucks
@Starbucks #GiveGood Let's have the best holiday ever! Someone kick Turnip in the nugs!,219,Starbucks
@Starbucks thanks for bringing back #StarbucksforLife with a interesting twist! I’ve already won points and a holid… https://t.co/Eh7ZpvZRAv,220,Starbucks
RT @allisonolahaha: Lol when you spend $11 on Carmel frappachios from @Starbucks and it literally has NO TASTE. Basically crushed ice. Tota…,221,Starbucks
RT @klimek_e: #givegood and not just @Starbucks because Jesus gave us the BEST gift EVER! https://t.co/jOzp0YpoXu,222,Starbucks
New vid is up! Check it out! https://t.co/hgPeYxleoT @olalaorg @Starbucks #christmastreefrappuccino https://t.co/UKK6NWuQNi,223,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",224,Starbucks
Yes there's mocha whipped cream on @Starbucks Christmas Tree frappuccino. But did you know it can also go on your g… https://t.co/kSMoWYKWXL,225,Starbucks
Is it normal for Starbucks to be out of both blunt and decaf at this hour of day?  You’re killing my play for life. @Starbucks,226,Starbucks
"@Starbucks Who coded &amp; set up #StarbucksforLife this year? It can't even add 1+1. Refreshing, clearing cache loses turns. I quit.",227,Starbucks
"I hear That @Starbucks will have some extra copies, and anywhere you can find The @nytimes! https://t.co/9Lykk0yFtK",228,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,229,Starbucks
Kicking off birthday weekend with a free drink and snack <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><U+2615>thanks @Starbucks https://t.co/nGb3VyXZeQ,230,Starbucks
#Christmas has been cancelled in #Nazareth thanks to @realDonaldTrump Our #OrangeFuhrer's lack of diplomacy is turn… https://t.co/AYtqFQpxD1,231,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",232,Starbucks
"@Starbucks you guys are doing it wrong, Barnes and Noble cafes charge for each pump of syrup regardless of the amou… https://t.co/V4SmGZUf9h",233,Starbucks
"We have to tell you, if you didn't already know, we LOVE @Starbucks green tea! Happy #internationalteaday! https://t.co/rcVAoHaNph",234,Starbucks
RT @michaelbuble: Having a Christmas Party? Michael is the guest DJ @Starbucks this week and is available for you here. #givegood https://t…,235,Starbucks
"no one buys more Starbucks then me, @Starbucks sponsor me",236,Starbucks
What a fantastic way for @SharonElemS  to #LivetoGive and #GiveGood  our community!! @7Mindsets Thank you… https://t.co/JEGpXJjG3N,237,Starbucks
"@Starbucks I hear it every day! They’re heavenly <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><U+2615><U+FE0F> ... it’s a difficult choice between that, a chai tea latte or a green tea latte!",238,Starbucks
"RT @SpCoLibraryDist: Storytime at @Starbucks next week! Stop by the Starbucks at Hawthorne &amp; Nevada (North Spokane) on Tuesday, 12/19 for S…",239,Starbucks
OMG! My name spelt right <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE><ed><U+00A0><U+00BD><ed><U+00B8><U+00B2> Bravo @starbucks #instapic #instabeverage #instagay #gaytravel… https://t.co/mXugu6bHSP,240,Starbucks
"my duty manager game me a starbucks “double shot energy” drink and i just drank it and im sleepy af, WHERE MY ENERG… https://t.co/1AcVuIQDAm",241,Starbucks
@sarasports815 @Starbucks Where did you get yours? I didn’t see them by the tree.,242,Starbucks
@Starbucks I paid for a venti hot chai tea latte. Was given a Grande :( next to a venti frap for size comparison. https://t.co/nF02FbMVOW,243,Starbucks
@doitnau @businessinsider @Wawa @Starbucks There coffee is much better than Starbucks.,244,Starbucks
"RT @Starbucks: Protein-packed, fresh &amp; inspired.
No assembly required. <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>
#ChickenCapresePanini https://t.co/VoBkH8uheM",245,Starbucks
@MBrown0118 @Starbucks @KateLightstone They look fantastic great job!! <ed><U+00A0><U+00BC><ed><U+00BE><U+0085><ed><U+00A0><U+00BC><ed><U+00BE><U+0084><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>,246,Starbucks
@Starbucks I added my dollars to my card and the dollars did not get added to the app. I also did not receive 12 of my Stars. Plz help,247,Starbucks
"when the @Starbucks manager says that she’ll order Lemon Chiffon yogurts JUST for you, because they normally don’t stock them... #iFeelLoved",248,Starbucks
Hey @Starbucks honest question: why does the price for hot tea vary by size? It's hot water.,249,Starbucks
If I am going to spend over $5 for a coffee I would expect it to be filled to the top and taste like a Carmel Brule… https://t.co/N8rbBchfU4,250,Starbucks
@helloitsmerlot @Starbucks Btw it was really hard to not say anything cause I suck at keeping secrets <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,251,Starbucks
RT @CamilleLenore: RT OR TAG A FRIEND <U+2728> I'm going to send a random stranger a free drink to @Starbucks <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #HappyHolidays #GiveGood  <U+2615><U+FE0F><U+2615><U+FE0F><U+2615><U+FE0F> h…,252,Starbucks
@Starbucks That 3rd spin edit is terrible. Work harder on your videos.,253,Starbucks
"@helloitsmerlot @Starbucks I didn’t mean to make you cry, just wrote the truth, I’m blessed to have you as my friend <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",254,Starbucks
"RT @inf: woman at @starbucks thought she could just look past me and take the order of the person behind me. I (melodically) yelled out ""ch…",255,Starbucks
When people order a “medium” at @Starbucks https://t.co/aw5SEcUs2l,256,Starbucks
@insidethefoxden @Starbucks @insidethefoxden Great picture! Did you take that with your phone?,257,Starbucks
@Starbucks Why does Starbucks charge an extra 60 cents to make a hot drink hot? A hot americano should not be cold… https://t.co/NC39guwDEo,258,Starbucks
"<U+2615><U+FE0F> There's one thing you may like more than your @Starbucks coffee <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> This inspirational book review <ed><U+00A0><U+00BD><ed><U+00B3><U+009D><ed><U+00A0><U+00BD><ed><U+00B3><U+0098> ""3 Key Takea… https://t.co/zJ7omG4zJg",259,Starbucks
"I'm at @Starbucks in Kuwait City, Al Asimah https://t.co/GZ9j6M57Bs",260,Starbucks
"I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/bj7MvI0KiM",261,Starbucks
"@sarasports815 @Starbucks Damn, that's dedication. Lol you're very welcome <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>",262,Starbucks
@tanamongeau and @AshlySchwan try every single @Starbucks holiday drink! And also a guest appearance by… https://t.co/NLokLdmIIM,263,Starbucks
Why do y’all temp me like that @Starbucks https://t.co/adDJEDhXna,264,Starbucks
"Storytime at @Starbucks next week! Stop by the Starbucks at Hawthorne &amp; Nevada (North Spokane) on Tuesday, 12/19 fo… https://t.co/GorzXxkXnx",265,Starbucks
I've eaten a lot of food and consumed a lot of coffee at @Starbucks New product reviews going up all day tomorrow @ @happyfulltummie,266,Starbucks
RT @SCDiet: When someone tries to cut you in line at @Starbucks. https://t.co/7tGarqUxQc,267,Starbucks
"@CG_BeatBoy @Starbucks happy birthday brah, hope you have some shows over january so i can see you guys again",268,Starbucks
@RebekahVardy @Starbucks @loosewomen Costa is better,269,Starbucks
"@Starbucks why does 4885 mcknight road, pittsburgh never have eggnog???",270,Starbucks
So now it’s my turn to be completely blown away! What a wonderful thing to come home to!! Thank you so so much to m… https://t.co/wb5iVftDfQ,271,Starbucks
"@Starbucks when will you start serving boba in your drinks? If you make it, they will come.
#boba #coffee #dreamdrink",272,Starbucks
RT @Starbucks: @blobyblo Your daughter is a superhero too - PUNder woman!,273,Starbucks
"RT @Starbucks: @bst_wrst_thng #whatsPetedrinking? We have some thoughts. 
<U+2705>Iced Coffee with Milk
<U+2705>Iced Caramel Macchiato
<U+2705>Vanilla Sweet Cre…",274,Starbucks
Hey @Starbucks I’d be nothing without you,275,Starbucks
A humble mobile phone video to explain what I do @KingsCollegeNHS @cbituk #CheerForGood @nbrly @Starbucks https://t.co/s7TFvOGvlL,276,Starbucks
RT @CityYearOrlando: .@Starbucks regional director surprised our hardworking partner teachers and admin at Evans HS with #GiveGood gift car…,277,Starbucks
"So @Starbucks just replied to my tweet. I’ve made it, ladies and gentlemen. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #faveforlife",278,Starbucks
@Starbucks blech. https://t.co/Nqr5tB3Dv1,279,Starbucks
"RT @justcatchmedemi: BrennaDemands: After an emotional vigil for #SandyHook last night, ran into @ddlovato in Chicago at @Starbucks! She sa…",280,Starbucks
@TheANGRIERonE @Starbucks The line was very long. Waited bout half hour. 1000 ppl got them. Thanks again 4 telling me bout it,281,Starbucks
"RT @Starbucks: Yule love it.
#ToastedWhiteChocolateMocha https://t.co/jXO86L96eX",282,Starbucks
RT @meawxmiia: #ChristmasTreeFrappuccino &amp; New York’s first snow! @Starbucks https://t.co/05ZTBnSF1c,283,Starbucks
RT @Starbucks: Here's to #NationalHotCocoaDay and future whipped cream mustaches everywhere. <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/qFfgn10dN2,284,Starbucks
Thank u @Starbucks for free gift card in #chicago #giving #holidayseason https://t.co/Up6Bg2qIxo,285,Starbucks
And now i'm at @Starbucks like the white boy i am,286,Starbucks
@Starbucks drinking coffee for decades it's simple how come no halal for Muslim coffee lovers I hope not a resist,287,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,288,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",289,Starbucks
Thank you @Starbucks for the gift card <ed><U+00A0><U+00BC><ed><U+00BE><U+0081><U+2744><U+FE0F><U+2764><U+FE0F> #GIVEGOOD https://t.co/rVBzAI2uZq,290,Starbucks
@sarasports815 @Starbucks Right on! Glad you got them <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BE><ed><U+00B4><U+0098>,291,Starbucks
@Starbucks suggestion: please update the Starbucks app and add an online ordering feature in Riyadh. I assure you more <ed><U+00A0><U+00BD><ed><U+00B2><U+00B8> from my end.,292,Starbucks
Can’t wait to make use of this gift card. Thanks @Starbucks! https://t.co/i4xoaQUfYK,293,Starbucks
Thank u @TheANGRIERonE mom and I got r free @starbucks gift card https://t.co/rCqGSUqkHx,294,Starbucks
"@Starbucks @___BeeRY Dear @Starbucksnews 
Your branches N Saudi Arabi R treating customers with no repect, they clo… https://t.co/jbMsoaOU49",295,Starbucks
@CookieCrowley @Starbucks Lesson learned <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,296,Starbucks
RT @Starbucks: @lovealwayschio Good luck! <ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,297,Starbucks
@EbtheCeleb @Starbucks relax. I'm awesome.,298,Starbucks
Starbucks needs to bring back the mango black tea lemonade @Starbucks,299,Starbucks
@JD_Johnston1 @StarbucksCanada @Starbucks sounds like a yummy day!,300,Starbucks
"@damnitHerb @Starbucks ughhhhhh, The toilet is going to be my iron throne tonight.",301,Starbucks
@WAR0SS @Starbucks Yeah man it shouldn't be sour at all. Sounds like they might have left the frappe coffee base si… https://t.co/8X8619XBQy,302,Starbucks
The crazy lady playing 90s industrial rock from her red car who drove out of the @Starbucks line was me <ed><U+00A0><U+00BD><ed><U+00B9><U+0088>,303,Starbucks
@JGreenblattADL They are especially strong when they can get THEIR HANDS on guns. You don’t give a rats ass about i… https://t.co/KFKguTuMcs,304,Starbucks
"Here's an idea @Starbucks, how about putting the mobil order stickers high enough to not have to lower every cup sl… https://t.co/uLgMvKW0Mb",305,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,306,Starbucks
RT @krahezyy: Why is it that every time I ask for light cream my iced looks like it came straight from an udder @Starbucks,307,Starbucks
@RebekahVardy @Starbucks @loosewomen Beauty <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,308,Starbucks
<ed><U+00A0><U+00BD><ed><U+00B8><U+0088><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>Friday of a GODS!! #GodPan #fire #Cappuccino #Coffee #Christmas #Romania #FearFriday #MerryChristmas… https://t.co/0gtwHUcxpY,309,Starbucks
@Starbucks Why is that the Starbucks in Jax Fl on Atlantic blvd can't make the Brown Sugar Shortbread Frap and seve… https://t.co/ADUkzEflIe,310,Starbucks
Why is it that every time I ask for light cream my iced looks like it came straight from an udder @Starbucks,311,Starbucks
Thanks @Starbucks #GiveGood https://t.co/7oLRdnCklz,312,Starbucks
@inf @Starbucks for this tweet and wth you changed your twitter name to,313,Starbucks
RT @CityYearOrlando: .@Starbucks regional director surprised our hardworking partner teachers and admin at Evans HS with #GiveGood gift car…,314,Starbucks
"RT @Starbucks: <U+26A1><U+FE0F> “Good is happening everywhere. #GiveGood”

https://t.co/FaH5HoECox",315,Starbucks
"RT @alijog: <U+2728>GIVEAWAY TIME!<U+2728>
@falloutboy fans want to know what @petewentz gets at @Starbucks! Whether he reveals his order or not (no pres…",316,Starbucks
When @Starbucks gives u the wrong drink and you don’t realize till ur all the way home<ed><U+00A0><U+00BD><ed><U+00B8><U+0093><ed><U+00A0><U+00BD><ed><U+00B9><U+0084>,317,Starbucks
"@damnitHerb @Starbucks Grande caramel frappe, It is my go to. I guess I remember it tasting less sour and more coffee.",318,Starbucks
Christmas season @Starbucks https://t.co/XAVelPLTpg,319,Starbucks
I fear I’m addicted to @Starbucks Holiday Flat White. When it’s gone I will be depressed.,320,Starbucks
"I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/YPxDLbQetR",321,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,322,Starbucks
@WAR0SS @Starbucks Did you order their lemonade???,323,Starbucks
Hey @Pret maybe you should let your customers use the cup they bring into use for their hot drink. Help save the pl… https://t.co/mYMlFTpeaM,324,Starbucks
Just had @Starbucks for the first time in over a year. Tastes kind of sour. Not sure sure what it is suppose to taste like.,325,Starbucks
@___BeeRY @Starbucks How come they never do stuff like this where I lives,326,Starbucks
@RealGilad @Starbucks <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> YOU ARE AMAZING AND HYSTERICAL,327,Starbucks
@StarbucksCanada @Starbucks sitting here in my fuzzy socks with my #EggnogLatte watching the snow fall. Perfect Friday! #Friyayyy,328,Starbucks
Just watched the barista at @Starbucks mix my eggnog latte. 3/4 milk and 1/4 eggnog. Next time I’m going to @peetscoffee,329,Starbucks
woman at @starbucks thought she could just look past me and take the order of the person behind me. I (melodically)… https://t.co/GdNJj2o7Dz,330,Starbucks
"RT @alijog: <U+2728>GIVEAWAY TIME!<U+2728>
@falloutboy fans want to know what @petewentz gets at @Starbucks! Whether he reveals his order or not (no pres…",331,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",332,Starbucks
"RT @Starbucks: <U+26A1><U+FE0F> “Good is happening everywhere. #GiveGood”

https://t.co/FaH5HoECox",333,Starbucks
@elmercc @Starbucks @turnofthepaige Peppermint Mocha problems everywhere,334,Starbucks
@___BeeRY @Starbucks Come to Des Plaines.,335,Starbucks
.@Starbucks regional director surprised our hardworking partner teachers and admin at Evans HS with #GiveGood gift… https://t.co/8nd2SLsZF3,336,Starbucks
@Starbucks we created this drink! https://t.co/RDdCuWgJ21,337,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,338,Starbucks
"@_KLnichole @Starbucks that's not supposed to happen lol it's usually scout's honor, you should have just came in to our store <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",339,Starbucks
RT @Starbucks: @blobyblo Your daughter is a superhero too - PUNder woman!,340,Starbucks
"I’m at @Starbucks drinking my first non-fat, no whipped (cream) #gingerbreadlatte of the year",341,Starbucks
@Starbucks is even more magical at Disney <ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BC><ed><U+00BE><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0091> https://t.co/FAcIqZ5XwJ,342,Starbucks
"@___BeeRY @Starbucks bruh... when i read ""for all my starbucks lovers"" i thought you were making a reference to bla… https://t.co/p1fZhU9seN",343,Starbucks
Live to Give.  Kindergarten made thank you books for our community police force.  Thank you Kate Lightstone &amp; PTA f… https://t.co/UMiD5LrACq,344,Starbucks
@RebekahVardy @Starbucks @loosewomen With all the “charity work” you do maybe it’s best you buy your coffee from a… https://t.co/5ewiNIxXXP,345,Starbucks
Everyone wants a polar bear cake pop!? @Starbucks <U+2763><U+FE0F> https://t.co/xIjjm5IZMt,346,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,347,Starbucks
@CookieCrowley @Starbucks Once you said drive in I knew. I called the store. She tried to make me repay and told me… https://t.co/ZxGaN1kgIq,348,Starbucks
"I'm at @Starbucks in Kuwait City, Al Asimah https://t.co/zYSkFRJyqm",349,Starbucks
"Shame on you @Starbucks 
People need to be at home with their families for #Christmas https://t.co/Fga80B3br4",350,Starbucks
RT @ididit_27: @alijog @falloutboy @petewentz @Starbucks @bst_wrst_thng #whatsPetedrinking its either REALLY simple or REALLY exstravagent…,351,Starbucks
RT @MSweetwood: The #retailers with the most outlets in the US • @SUBWAY tops the list and @Starbucks beats @DunkinDonuts !!! and who is @y…,352,Starbucks
#GiveGood got my card. Thanks @Starbucks https://t.co/CpJzZ9bKRN,353,Starbucks
@StarbucksCanada @Starbucks Non dairy options shouldn’t be more expensive than diary options. I don’t choose to have an allergy.,354,Starbucks
"Seven workers, no line, and still 20 minutes for one drink- Plus, is this what how we’re serving the pastries now?… https://t.co/EWvbZMgykm",355,Starbucks
Imagine if @Starbucks delivered?!? I'd be in so much debt...but I'd collect so many stars <U+2B50><U+FE0F><U+2B50><U+FE0F> #StillAWin https://t.co/6Ta7mENjZu,356,Starbucks
"@___BeeRY @Starbucks thanks for the heads up!
unfortunately I'm at work, about 45 minutes away..",357,Starbucks
@_KLnichole @Starbucks yeah you spoke to me! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> I hope you got it remade! sorry you got the wrong drink,358,Starbucks
RT @Starbucks: @blobyblo Your daughter is a superhero too - PUNder woman!,359,Starbucks
"I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/vrkFd4egPD",360,Starbucks
did they fucking really @Starbucks https://t.co/xdknAhY7Ra,361,Starbucks
"RT @SPAYILLINOIS: #ThankYou @Starbucks for donating to our #SpayghettiandNoBalls benefit, year after year! This year, bid on our #warmandco…",362,Starbucks
RT @SCDiet: When someone tries to cut you in line at @Starbucks. https://t.co/7tGarqUxQc,363,Starbucks
@Starbucks Love <U+2764><U+FE0F> the new peppermint whoopee pie!  <ed><U+00A0><U+00BE><ed><U+00B4><U+00A0>,364,Starbucks
I missed my connecting flight out of ORD because of a @united delay.  Bought myself a @Starbucks scone to make myse… https://t.co/rU3TVtpenm,365,Starbucks
"I never get mad at @Starbucks for spelling my name wrong because I just spell it for them “juliet, j-u-l-i-e-t”<ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F>",366,Starbucks
Omg <ed><U+00A0><U+00BD><ed><U+00B8><U+00AE> @Starbucks is so anti-Christmas that they have a coffee called Christmas blend. Oh Wait <ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2642><U+FE0F> #fakeoutrage https://t.co/If81TybPZn,367,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,368,Starbucks
RT @michaelbuble: Having a Christmas Party? Michael is the guest DJ @Starbucks this week and is available for you here. #givegood https://t…,369,Starbucks
"@Starbucks Your Woodbridge, NJ store needs to get it together. The barista walked away to talk to a coworker while… https://t.co/NjHkLk55RE",370,Starbucks
"Hey @Starbucks, thanks for being amazing.",371,Starbucks
"I'm at @Starbucks in Al Zour, Al Ahmadi https://t.co/DClx5gDy8s",372,Starbucks
".@Amazon, @Twitter, @LinkedIn, @Starbucks, @Qualcomm, the #DITop50 survey is open! Over 1,800 companies competed la… https://t.co/EeH1ZBwKSM",373,Starbucks
@Starbucks Retweet #givegood,374,Starbucks
"@Starbucks has anyone actually ever won starbucks for life, year, month, etc.? I've literally never heard of anyone… https://t.co/Qm4k4dzmUG",375,Starbucks
@Starbucks I<U+FE0F>’ve unlocked extra plays twice on the Starbucks for life website but they keep disappearing. Can you help?,376,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",377,Starbucks
And because it’s after 14:00 I just pulled down 25 Stars!  @Starbucks https://t.co/RH7KDJZDND,378,Starbucks
You can’t send great people boring gift baskets...so we made our own! Ours: @Lindt_Chocolate @Starbucks @Tazo… https://t.co/rqWtJmfmqI,379,Starbucks
RT @corey_mast: Thank you @Starbucks!!! Franchises all over #denver donated over 900 cups for a #sourcesofstrength campaign at #TJHS where…,380,Starbucks
"Goodbye Peppermint Mocha and Gingerbread latte! @Starbucks launches new ""Christmas Tree Frappuccino"" for the holida… https://t.co/JLyXOb4kZx",381,Starbucks
"Today was Christmas sweater day at JDMC. We also enjoyed treats and coffee from @Starbucks, @panerabread and Gourme… https://t.co/OWlcqwRuxh",382,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,383,Starbucks
"Took all the ice out of my @Starbucks . I mean, I know I ordered iced coffee, but damn. https://t.co/ftfuU6u5yL",384,Starbucks
"I'm at @Starbucks in Kuwait City, Al Asimah https://t.co/oa8GJ82p3h",385,Starbucks
@Starbucks do you guys still have the Christmas tree frapp? Love the matcha whippings,386,Starbucks
@Starbucks this is ur chance https://t.co/zLocSVbCr8,387,Starbucks
"starbucksarabic @starbucks 
With brentfaraon12 ace_yu1984 @ Starbucks https://t.co/Nd1Y2r1Ust",388,Starbucks
@Starbucks Can u acknowledge the fact there was mold and fungus all over the food that was at the Starbucks i went… https://t.co/I3sDeHDME7,389,Starbucks
@Starbucks missed a golden opportunity not calling their drive-through “Carbucks”,390,Starbucks
RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…,391,Starbucks
"Friday’s <ed><U+00A0><U+00BD><ed><U+00B8><U+0087> by the barista n the drive thru @Starbucks, P’tree &amp; Collier Rd, #Atlanta #thankful",392,Starbucks
"RT @Starbucks: We'd gift-wrap this tweet...but we don't know how. Get 30% off holiday coffee &amp; gifts, now through 12/26. <ed><U+00A0><U+00BC><ed><U+00BE><U+0081> https://t.co/mss…",393,Starbucks
"got an extra play after matching 3 keys, then shook the snow globe, and then it didn't give me any credit for havin… https://t.co/xGSABR2cR4",394,Starbucks
"for my birthday, I want someone to help me pick my free drink at @Starbucks",395,Starbucks
RT @Starbucks: @blobyblo Your daughter is a superhero too - PUNder woman!,396,Starbucks
